term,category,is_abbreviation,full_form,breakdown,definition,example_usage,synonyms,aliases,tags
Pyelonephritis,Condition,FALSE,Pyelonephritis,,Kidney infection usually from untreated UTI.,Pyelonephritis causes back pain and high fever.,{},{kidney infection},"{condition,infectious,renal}"
Cystitis,Condition,FALSE,Cystitis,,Bladder inflammation usually from infection.,Cystitis causes frequent painful urination.,{},{bladder infection},"{condition,infectious,urology}"
Cellulitis,Condition,FALSE,Cellulitis,,A bacterial skin infection causing redness and swelling.,Cellulitis requires antibiotics.,{},{},"{condition,infectious,dermatology}"
Abscess,Condition,FALSE,Abscess,,A collection of pus from bacterial infection.,Abscess requires drainage and antibiotics.,{},{},"{condition,infectious}"
Sepsis,Condition,FALSE,Sepsis,,A life-threatening response to infection affecting the whole body.,Sepsis requires ICU care and IV antibiotics.,{},{blood infection},"{condition,infectious,critical-care}"
Meningitis,Condition,FALSE,Meningitis,,Inflammation of membranes covering brain and spinal cord.,Bacterial meningitis is a medical emergency.,{},{},"{condition,infectious,neurological}"
Encephalitis,Condition,FALSE,Encephalitis,,Inflammation of the brain usually from viral infection.,Encephalitis causes confusion and seizures.,{},{},"{condition,infectious,neurological}"
HIV,Condition,TRUE,Human Immunodeficiency Virus,,A virus that attacks the immune system.,HIV managed with antiretroviral therapy.,{},{AIDS virus},"{condition,infectious,immunology}"
AIDS,Condition,TRUE,Acquired Immunodeficiency Syndrome,,The most advanced stage of HIV infection.,AIDS diagnosis when CD4 count very low.,{},{},"{condition,infectious,immunology}"
Hepatitis B,Condition,FALSE,Hepatitis B,,A viral infection causing liver inflammation.,Hepatitis B vaccine prevents infection.,{},{HBV},"{condition,infectious,hepatic}"
Hepatitis C,Condition,FALSE,Hepatitis C,,A viral infection causing chronic liver disease.,Hepatitis C now curable with antiviral drugs.,{},{HCV},"{condition,infectious,hepatic}"
Herpes Simplex,Condition,FALSE,Herpes Simplex Virus,,A viral infection causing cold sores or genital lesions.,HSV-1 causes cold sores on mouth.,{},{HSV},"{condition,infectious,dermatology}"
Shingles,Condition,FALSE,Herpes Zoster,,A painful rash from reactivation of chickenpox virus.,Shingles vaccine recommended after age 50.,{},{zoster},"{condition,infectious,dermatology}"
Chickenpox,Condition,FALSE,Varicella,,A contagious infection causing itchy rash and blisters.,Chickenpox vaccine given to children.,{},{varicella},"{condition,infectious,dermatology}"
Measles,Condition,FALSE,Measles,,A highly contagious viral infection with rash and fever.,Measles preventable with MMR vaccine.,{},{rubeola},"{condition,infectious}"
Mumps,Condition,FALSE,Mumps,,A viral infection causing swelling of salivary glands.,Mumps preventable with MMR vaccine.,{},{},"{condition,infectious}"
Rubella,Condition,FALSE,Rubella,,A viral infection with mild rash dangerous in pregnancy.,Rubella preventable with MMR vaccine.,{},{German measles},"{condition,infectious}"
Mononucleosis,Condition,FALSE,Infectious Mononucleosis,,A viral infection causing extreme fatigue and sore throat.,Mono caused by Epstein-Barr virus.,{},"{mono,kissing disease}","{condition,infectious}"
Lyme Disease,Condition,FALSE,Lyme Disease,,A bacterial infection from tick bites.,Lyme disease causes bull's-eye rash.,{},{},"{condition,infectious}"
MRSA,Condition,TRUE,Methicillin-Resistant Staphylococcus Aureus,,A type of staph bacteria resistant to many antibiotics.,MRSA skin infection requires special antibiotics.,{},{superbug},"{condition,infectious}"
C. diff,Condition,FALSE,Clostridioides difficile Infection,,A bacterial infection causing severe diarrhea.,C. diff from antibiotic use.,{},{CDI},"{condition,infectious,gastrointestinal}"
Scabies,Condition,FALSE,Scabies,,A skin infestation by mites causing intense itching.,Scabies spreads through close contact.,{},{},"{condition,infectious,dermatology}"
Acne,Condition,FALSE,Acne Vulgaris,,A skin condition with pimples from clogged pores.,Acne treated with topical and oral medications.,{},{},"{condition,dermatology}"
Eczema,Condition,FALSE,Atopic Dermatitis,,A condition causing itchy inflamed skin.,Eczema managed with moisturizers and steroids.,{},{atopic dermatitis},"{condition,dermatology}"
Psoriasis,Condition,FALSE,Psoriasis,,An autoimmune condition causing thick scaly skin patches.,Psoriasis treated with topical and systemic drugs.,{},{},"{condition,dermatology,autoimmune}"
Rosacea,Condition,FALSE,Rosacea,,A skin condition causing facial redness and bumps.,Rosacea triggered by sun and spicy foods.,{},{},"{condition,dermatology}"
BPH,Condition,TRUE,Benign Prostatic Hyperplasia,,Enlarged prostate gland causing urinary problems.,BPH common in older men.,{},{enlarged prostate},"{condition,urology}"
ED,Condition,TRUE,Erectile Dysfunction,,Inability to achieve or maintain an erection.,ED treated with medications like sildenafil.,{},{impotence},"{condition,urology}"
Endometriosis,Condition,FALSE,Endometriosis,,A condition where uterine tissue grows outside the uterus causing pain.,Endometriosis causes severe menstrual cramps.,{},{},"{condition,gynecology}"
PCOS,Condition,TRUE,Polycystic Ovary Syndrome,,A hormonal disorder causing irregular periods and cysts on ovaries.,PCOS causes irregular periods and excess hair.,{},{},"{condition,gynecology,endocrine}"
Fibroids,Condition,FALSE,Uterine Fibroids,,Noncancerous growths in the uterus.,Fibroids can cause heavy menstrual bleeding.,{},{leiomyomas},"{condition,gynecology}"
PID,Condition,TRUE,Pelvic Inflammatory Disease,,Infection of female reproductive organs.,PID from untreated STI can cause infertility.,{},{},"{condition,gynecology,infectious}"
STI,Condition,TRUE,Sexually Transmitted Infection,,An infection passed through sexual contact.,STI screening important for sexually active people.,{},"{STD,sexually transmitted disease}","{condition,infectious}"
Chlamydia,Condition,FALSE,Chlamydia,,A common bacterial STI often without symptoms.,Chlamydia treated with antibiotics.,{},{},"{condition,infectious,sti}"
Gonorrhea,Condition,FALSE,Gonorrhea,,A bacterial STI causing discharge and pain.,Gonorrhea treated with antibiotics.,{},{},"{condition,infectious,sti}"
Syphilis,Condition,FALSE,Syphilis,,A bacterial STI that progresses through stages.,Syphilis treated with penicillin.,{},{},"{condition,infectious,sti}"
HPV,Condition,TRUE,Human Papillomavirus,,A viral infection causing warts and linked to cancer.,HPV vaccine prevents most cancer-causing types.,{},{genital warts},"{condition,infectious,sti}"
Herpes,Condition,FALSE,Genital Herpes,,A viral STI causing painful genital sores.,Genital herpes caused by HSV-2.,{},{HSV-2},"{condition,infectious,sti}"
Trichomoniasis,Condition,FALSE,Trichomoniasis,,A parasitic STI causing discharge and irritation.,Trichomoniasis treated with metronidazole.,{},{trich},"{condition,infectious,sti}"
BV,Condition,TRUE,Bacterial Vaginosis,,An imbalance of vaginal bacteria causing discharge.,BV treated with metronidazole.,{},{},"{condition,gynecology,infectious}"
Candidiasis,Condition,FALSE,Vaginal Yeast Infection,,A fungal infection causing itching and discharge.,Yeast infection treated with antifungal cream.,{},{yeast infection},"{condition,gynecology,infectious}"
Preeclampsia,Condition,FALSE,Preeclampsia,,High blood pressure during pregnancy that can be dangerous.,Preeclampsia requires close monitoring.,{},{},"{condition,gynecology,pregnancy}"
